term,documentFrequency,termFrequency,documentShare,score,sourceIds
rb1,1,1,0.002681,1.584963,BK0019
rbbp4,1,1,0.002681,1.584963,BK0121
rbcs,1,1,0.002681,1.584963,BK0120
rbp,1,1,0.002681,1.584963,BK0016
reaching,1,1,0.002681,1.584963,BK0199
reactants,1,1,0.002681,1.584963,BK0298
reacted,1,1,0.002681,1.584963,BK0354
reactivated,1,1,0.002681,1.584963,BK0110
readouts,1,1,0.002681,1.584963,BK0035
reagents,1,1,0.002681,1.584963,BK0256
real,1,1,0.002681,1.584963,BK0172
realized,1,1,0.002681,1.584963,BK0222
reappearance,1,1,0.002681,1.584963,BK0010
reared,1,1,0.002681,1.584963,BK0189
rearrangement,1,1,0.002681,1.584963,BK0308
reason,1,1,0.002681,1.584963,BK0173
reasoned,1,1,0.002681,1.584963,BK0364
recalcitrant,1,1,0.002681,1.584963,BK0236
recapitulate,1,1,0.002681,1.584963,BK0220
recapitulated,1,1,0.002681,1.584963,BK0036
received,1,1,0.002681,1.584963,BK0172
receptivity,1,1,0.002681,1.584963,BK0064
recessive,1,1,0.002681,1.584963,BK0129
recognises,1,1,0.002681,1.584963,BK0090
recommend,1,1,0.002681,1.584963,BK0254
reconfigures,1,1,0.002681,1.584963,BK0278
reconstruction,1,1,0.002681,1.584963,BK0089
record,1,1,0.002681,1.584963,BK0188
recorded,1,1,0.002681,1.584963,BK0051
recovered,1,1,0.002681,1.584963,BK0138
recurrent,1,1,0.002681,1.584963,BK0048
recycle,1,1,0.002681,1.584963,BK0201
redirecting,1,1,0.002681,1.584963,BK0097
redistribution,1,1,0.002681,1.584963,BK0209
redundantly,1,1,0.002681,1.584963,BK0246
refer,1,1,0.002681,1.584963,BK0030
refers,1,1,0.002681,1.584963,BK0312
refine,1,1,0.002681,1.584963,BK0038
regarded,1,1,0.002681,1.584963,BK0125
regenerating,1,1,0.002681,1.584963,BK0005
regime,1,1,0.002681,1.584963,BK0052
regio,1,1,0.002681,1.584963,BK0273
register,1,1,0.002681,1.584963,BK0154
regular,1,1,0.002681,1.584963,BK0254
regularly,1,1,0.002681,1.584963,BK0171
regulations,1,1,0.002681,1.584963,BK0329
regulative,1,1,0.002681,1.584963,BK0285
relapsing,1,1,0.002681,1.584963,BK0077
releases,1,1,0.002681,1.584963,BK0051
reliance,1,1,0.002681,1.584963,BK0357
reliant,1,1,0.002681,1.584963,BK0197
relied,1,1,0.002681,1.584963,BK0337
remarkable,1,1,0.002681,1.584963,BK0342
remating,1,1,0.002681,1.584963,BK0064
remodeller,1,1,0.002681,1.584963,BK0276
remodels,1,1,0.002681,1.584963,BK0098
remove,1,1,0.002681,1.584963,BK0165
removed,1,1,0.002681,1.584963,BK0311
removes,1,1,0.002681,1.584963,BK0345
remuzzi,1,1,0.002681,1.584963,BK0116
renin,1,1,0.002681,1.584963,BK0242
repaired,1,1,0.002681,1.584963,BK0026
repairing,1,1,0.002681,1.584963,BK0130
repertoires,1,1,0.002681,1.584963,BK0015
replisome,1,1,0.002681,1.584963,BK0276
reporters,1,1,0.002681,1.584963,BK0346
repositioning,1,1,0.002681,1.584963,BK0276
repository,1,1,0.002681,1.584963,BK0038
representation,1,1,0.002681,1.584963,BK0020
representative,1,1,0.002681,1.584963,BK0187
represented,1,1,0.002681,1.584963,BK0131
repress,1,1,0.002681,1.584963,BK0287
represses,1,1,0.002681,1.584963,BK0019
repressing,1,1,0.002681,1.584963,BK0167
repressors,1,1,0.002681,1.584963,BK0190
reproduce,1,1,0.002681,1.584963,BK0238
reproducing,1,1,0.002681,1.584963,BK0135
requirements,1,1,0.002681,1.584963,BK0248
resampling,1,1,0.002681,1.584963,BK0124
rescues,1,1,0.002681,1.584963,BK0007
researched,1,1,0.002681,1.584963,BK0168
researchers,1,1,0.002681,1.584963,BK0248
reserve,1,1,0.002681,1.584963,BK0208
reside,1,1,0.002681,1.584963,BK0144
resident,1,1,0.002681,1.584963,BK0163
resin,1,1,0.002681,1.584963,BK0364
resins,1,1,0.002681,1.584963,BK0337
resolutions,1,1,0.002681,1.584963,BK0039
responded,1,1,0.002681,1.584963,BK0204
responds,1,1,0.002681,1.584963,BK0198
responsibilities,1,1,0.002681,1.584963,BK0117
rest,1,1,0.002681,1.584963,BK0048
restoration,1,1,0.002681,1.584963,BK0007
restored,1,1,0.002681,1.584963,BK0302
restores,1,1,0.002681,1.584963,BK0365
restraining,1,1,0.002681,1.584963,BK0004
restrict,1,1,0.002681,1.584963,BK0044
retain,1,1,0.002681,1.584963,BK0102
retaining,1,1,0.002681,1.584963,BK0280
retardation,1,1,0.002681,1.584963,BK0129
retards,1,1,0.002681,1.584963,BK0304
retargeted,1,1,0.002681,1.584963,BK0140
retinopathy,1,1,0.002681,1.584963,BK0138
retrieval,1,1,0.002681,1.584963,BK0356
retrograde,1,1,0.002681,1.584963,BK0078
retromer,1,1,0.002681,1.584963,BK0115
retrospectively,1,1,0.002681,1.584963,BK0023
retrotranslocation,1,1,0.002681,1.584963,BK0325
retrotransposons,1,1,0.002681,1.584963,BK0084
reverses,1,1,0.002681,1.584963,BK0104
revitalized,1,1,0.002681,1.584963,BK0295
revitalizes,1,1,0.002681,1.584963,BK0075
revived,1,1,0.002681,1.584963,BK0053
revolution,1,1,0.002681,1.584963,BK0199
rhesus,1,1,0.002681,1.584963,BK0217
rheumatology,1,1,0.002681,1.584963,BK0312
rhinoceroses,1,1,0.002681,1.584963,BK0199
rhipicephalus,1,1,0.002681,1.584963,BK0144
rho,1,1,0.002681,1.584963,BK0326
ribi,1,1,0.002681,1.584963,BK0217
ribonucleoprotein,1,1,0.002681,1.584963,BK0315
rigid,1,1,0.002681,1.584963,BK0187
rilp,1,1,0.002681,1.584963,BK0118
rings,1,1,0.002681,1.584963,BK0358
ripk2,1,1,0.002681,1.584963,BK0097
risks,1,1,0.002681,1.584963,BK0032
rival,1,1,0.002681,1.584963,BK0098
rmpeaappv,1,1,0.002681,1.584963,BK0155
robustness,1,1,0.002681,1.584963,BK0117
rodent,1,1,0.002681,1.584963,BK0197
roman,1,1,0.002681,1.584963,BK0111
root,1,1,0.002681,1.584963,BK0017
rotator,1,1,0.002681,1.584963,BK0150
route,1,1,0.002681,1.584963,BK0170
routed,1,1,0.002681,1.584963,BK0010
rpa,1,1,0.002681,1.584963,BK0071
rpl16,1,1,0.002681,1.584963,BK0264
rpl8,1,1,0.002681,1.584963,BK0264
rpmi8226,1,1,0.002681,1.584963,BK0342
runs,1,1,0.002681,1.584963,BK0074
ruptures,1,1,0.002681,1.584963,BK0149
s154,1,1,0.002681,1.584963,BK0191
s2056,1,1,0.002681,1.584963,BK0178
s23,1,1,0.002681,1.584963,BK0225
saccharides,1,1,0.002681,1.584963,BK0002
sacroiliitis,1,1,0.002681,1.584963,BK0255
safety,1,1,0.002681,1.584963,BK0364
saha,1,1,0.002681,1.584963,BK0251
salient,1,1,0.002681,1.584963,BK0238
salvaged,1,1,0.002681,1.584963,BK0201
sampling,1,1,0.002681,1.584963,BK0171
sapiens,1,1,0.002681,1.584963,BK0031
sarcopenic,1,1,0.002681,1.584963,BK0304
satiety,1,1,0.002681,1.584963,BK0101
satisfactory,1,1,0.002681,1.584963,BK0230
satisfy,1,1,0.002681,1.584963,BK0100
saturated,1,1,0.002681,1.584963,BK0094
scalable,1,1,0.002681,1.584963,BK0207
scan,1,1,0.002681,1.584963,BK0337
science,1,1,0.002681,1.584963,BK0223
sclcs,1,1,0.002681,1.584963,BK0019
scored,1,1,0.002681,1.584963,BK0206
scoring,1,1,0.002681,1.584963,BK0116
scratch,1,1,0.002681,1.584963,BK0236
sdcbp,1,1,0.002681,1.584963,BK0132
searching,1,1,0.002681,1.584963,BK0176
seconds,1,1,0.002681,1.584963,BK0130
secretes,1,1,0.002681,1.584963,BK0163
secretions,1,1,0.002681,1.584963,BK0098
secure,1,1,0.002681,1.584963,BK0183
seemed,1,1,0.002681,1.584963,BK0008
segment,1,1,0.002681,1.584963,BK0125
segregated,1,1,0.002681,1.584963,BK0102
segregation,1,1,0.002681,1.584963,BK0140
select,1,1,0.002681,1.584963,BK0362
selex,1,1,0.002681,1.584963,BK0246
semitropical,1,1,0.002681,1.584963,BK0199
senescence,1,1,0.002681,1.584963,BK0329
senp8,1,1,0.002681,1.584963,BK0354
sense,1,1,0.002681,1.584963,BK0071
sensitised,1,1,0.002681,1.584963,BK0203
sensitivities,1,1,0.002681,1.584963,BK0268
sensitization,1,1,0.002681,1.584963,BK0308
sensitize,1,1,0.002681,1.584963,BK0196
sensitized,1,1,0.002681,1.584963,BK0142
sensitizes,1,1,0.002681,1.584963,BK0065
sensors,1,1,0.002681,1.584963,BK0223
sentinel,1,1,0.002681,1.584963,BK0041
separates,1,1,0.002681,1.584963,BK0003
sequelae,1,1,0.002681,1.584963,BK0137
sequentially,1,1,0.002681,1.584963,BK0140
sequestering,1,1,0.002681,1.584963,BK0344
sequestosome,1,1,0.002681,1.584963,BK0111
serines,1,1,0.002681,1.584963,BK0265
seroconversion,1,1,0.002681,1.584963,BK0131
serodominant,1,1,0.002681,1.584963,BK0131
serologic,1,1,0.002681,1.584963,BK0128
seroreactive,1,1,0.002681,1.584963,BK0131
services,1,1,0.002681,1.584963,BK0124
serving,1,1,0.002681,1.584963,BK0136
seventh,1,1,0.002681,1.584963,BK0173
severity,1,1,0.002681,1.584963,BK0219
sexual,1,1,0.002681,1.584963,BK0106
sh3,1,1,0.002681,1.584963,BK0308
shares,1,1,0.002681,1.584963,BK0356
sharing,1,1,0.002681,1.584963,BK0181
sheds,1,1,0.002681,1.584963,BK0053
shieldin,1,1,0.002681,1.584963,BK0119
shifting,1,1,0.002681,1.584963,BK0057
shld1,1,1,0.002681,1.584963,BK0119
shld2,1,1,0.002681,1.584963,BK0119
shld3,1,1,0.002681,1.584963,BK0119
shortage,1,1,0.002681,1.584963,BK0174
shortened,1,1,0.002681,1.584963,BK0122
shortlisted,1,1,0.002681,1.584963,BK0189
shrinkage,1,1,0.002681,1.584963,BK0124
shunt,1,1,0.002681,1.584963,BK0208
shuttling,1,1,0.002681,1.584963,BK0245
sickle,1,1,0.002681,1.584963,BK0120
sign,1,1,0.002681,1.584963,BK0173
silenced,1,1,0.002681,1.584963,BK0163
similarities,1,1,0.002681,1.584963,BK0356
simplify,1,1,0.002681,1.584963,BK0140
simply,1,1,0.002681,1.584963,BK0144
simultaneously,1,1,0.002681,1.584963,BK0046
sirenians,1,1,0.002681,1.584963,BK0199
sirtinol,1,1,0.002681,1.584963,BK0104
sivsmm,1,1,0.002681,1.584963,BK0183
skewing,1,1,0.002681,1.584963,BK0341
skp1,1,1,0.002681,1.584963,BK0276
slater,1,1,0.002681,1.584963,BK0124
slb,1,1,0.002681,1.584963,BK0102
slc7,1,1,0.002681,1.584963,BK0001
sleep,1,1,0.002681,1.584963,BK0120
slide,1,1,0.002681,1.584963,BK0266
slight,1,1,0.002681,1.584963,BK0349
slowest,1,1,0.002681,1.584963,BK0051
smap,1,1,0.002681,1.584963,BK0089
snapshots,1,1,0.002681,1.584963,BK0275
snp,1,1,0.002681,1.584963,BK0221
society,1,1,0.002681,1.584963,BK0124
socs,1,1,0.002681,1.584963,BK0291
sod1,1,1,0.002681,1.584963,BK0329
sod2,1,1,0.002681,1.584963,BK0329
soft,1,1,0.002681,1.584963,BK0230
softer,1,1,0.002681,1.584963,BK0002
soleus,1,1,0.002681,1.584963,BK0351
solubilisation,1,1,0.002681,1.584963,BK0120
solubilization,1,1,0.002681,1.584963,BK0113
solubilized,1,1,0.002681,1.584963,BK0207
solved,1,1,0.002681,1.584963,BK0358
solvent,1,1,0.002681,1.584963,BK0222
solving,1,1,0.002681,1.584963,BK0115
somehow,1,1,0.002681,1.584963,BK0170
sonic,1,1,0.002681,1.584963,BK0048
soon,1,1,0.002681,1.584963,BK0349
sourceforge,1,1,0.002681,1.584963,BK0297
sows,1,1,0.002681,1.584963,BK0129
space,1,1,0.002681,1.584963,BK0156
span,1,1,0.002681,1.584963,BK0373
spare,1,1,0.002681,1.584963,BK0163
spatiotemporal,1,1,0.002681,1.584963,BK0118
spearman,1,1,0.002681,1.584963,BK0051
specialisation,1,1,0.002681,1.584963,BK0209
specialised,1,1,0.002681,1.584963,BK0090
specialization,1,1,0.002681,1.584963,BK0005
specified,1,1,0.002681,1.584963,BK0187
specimen,1,1,0.002681,1.584963,BK0266
spectometry,1,1,0.002681,1.584963,BK0185
spectrometrically,1,1,0.002681,1.584963,BK0199
speculate,1,1,0.002681,1.584963,BK0236
spermatozoa,1,1,0.002681,1.584963,BK0064
spermidine,1,1,0.002681,1.584963,BK0109
spermine,1,1,0.002681,1.584963,BK0109
spheroids,1,1,0.002681,1.584963,BK0095
spiked,1,1,0.002681,1.584963,BK0274
split,1,1,0.002681,1.584963,BK0003
spot,1,1,0.002681,1.584963,BK0131
spp,1,1,0.002681,1.584963,BK0120
spr,1,1,0.002681,1.584963,BK0064
spray,1,1,0.002681,1.584963,BK0241
springboard,1,1,0.002681,1.584963,BK0031
spxk,1,1,0.002681,1.584963,BK0280
squalene,1,1,0.002681,1.584963,BK0117
srcasm,1,1,0.002681,1.584963,BK0322
srm,1,1,0.002681,1.584963,BK0239
srsf1,1,1,0.002681,1.584963,BK0224
srsf11,1,1,0.002681,1.584963,BK0224
ssa,1,1,0.002681,1.584963,BK0026
stabilisation,1,1,0.002681,1.584963,BK0209
stabilised,1,1,0.002681,1.584963,BK0090
stacking,1,1,0.002681,1.584963,BK0140
staff,1,1,0.002681,1.584963,BK0297
staged,1,1,0.002681,1.584963,BK0063
stalk,1,1,0.002681,1.584963,BK0305
stalls,1,1,0.002681,1.584963,BK0074
standardised,1,1,0.002681,1.584963,BK0230
standards,1,1,0.002681,1.584963,BK0274
stands,1,1,0.002681,1.584963,BK0023
staphylococci,1,1,0.002681,1.584963,BK0230
static,1,1,0.002681,1.584963,BK0006
statistic,1,1,0.002681,1.584963,BK0124
statistics,1,1,0.002681,1.584963,BK0241
stay,1,1,0.002681,1.584963,BK0023
steadily,1,1,0.002681,1.584963,BK0171
steady,1,1,0.002681,1.584963,BK0269
stearate,1,1,0.002681,1.584963,BK0208
stearic,1,1,0.002681,1.584963,BK0043
stemness,1,1,0.002681,1.584963,BK0048
stereochemistry,1,1,0.002681,1.584963,BK0327
stereological,1,1,0.002681,1.584963,BK0171
stereoselectivity,1,1,0.002681,1.584963,BK0273
stereospecific,1,1,0.002681,1.584963,BK0250
steroids,1,1,0.002681,1.584963,BK0248
stimulatory,1,1,0.002681,1.584963,BK0163
sting,1,1,0.002681,1.584963,BK0085
stopped,1,1,0.002681,1.584963,BK0154
store,1,1,0.002681,1.584963,BK0117
storms,1,1,0.002681,1.584963,BK0058
strand,1,1,0.002681,1.584963,BK0293
strangest,1,1,0.002681,1.584963,BK0199
strategic,1,1,0.002681,1.584963,BK0117
stratification,1,1,0.002681,1.584963,BK0254
strengthened,1,1,0.002681,1.584963,BK0027
strengthens,1,1,0.002681,1.584963,BK0241
strepha,1,1,0.002681,1.584963,BK0212
streptococci,1,1,0.002681,1.584963,BK0172
streptococcus,1,1,0.002681,1.584963,BK0172
stresses,1,1,0.002681,1.584963,BK0268
stressing,1,1,0.002681,1.584963,BK0339
striated,1,1,0.002681,1.584963,BK0329
strictly,1,1,0.002681,1.584963,BK0371
stringency,1,1,0.002681,1.584963,BK0341
stringent,1,1,0.002681,1.584963,BK0205
stronger,1,1,0.002681,1.584963,BK0215
struthionidae,1,1,0.002681,1.584963,BK0188
submicromolar,1,1,0.002681,1.584963,BK0087
subnanomolar,1,1,0.002681,1.584963,BK0041
substance,1,1,0.002681,1.584963,BK0173
substantia,1,1,0.002681,1.584963,BK0177
substantiate,1,1,0.002681,1.584963,BK0330
substitution,1,1,0.002681,1.584963,BK0357
subtractive,1,1,0.002681,1.584963,BK0372
successive,1,1,0.002681,1.584963,BK0106
succino,1,1,0.002681,1.584963,BK0229
succinocysteine,1,1,0.002681,1.584963,BK0237
succinyl,1,1,0.002681,1.584963,BK0271
succumb,1,1,0.002681,1.584963,BK0131
suffer,1,1,0.002681,1.584963,BK0109
suggestion,1,1,0.002681,1.584963,BK0241
suggestive,1,1,0.002681,1.584963,BK0050
suicide,1,1,0.002681,1.584963,BK0307
sulfate,1,1,0.002681,1.584963,BK0337
sulfones,1,1,0.002681,1.584963,BK0364
sulfoxide,1,1,0.002681,1.584963,BK0078
sulphone,1,1,0.002681,1.584963,BK0357
summarize,1,1,0.002681,1.584963,BK0173
summarizes,1,1,0.002681,1.584963,BK0174
sumo1,1,1,0.002681,1.584963,BK0212
sumoylated,1,1,0.002681,1.584963,BK0152
super,1,1,0.002681,1.584963,BK0291
superior,1,1,0.002681,1.584963,BK0215
supernatant,1,1,0.002681,1.584963,BK0120
supplementing,1,1,0.002681,1.584963,BK0203
suppressors,1,1,0.002681,1.584963,BK0344
surfaces,1,1,0.002681,1.584963,BK0188
surgically,1,1,0.002681,1.584963,BK0311
surmised,1,1,0.002681,1.584963,BK0259
surrounded,1,1,0.002681,1.584963,BK0089
surveyed,1,1,0.002681,1.584963,BK0186
surveys,1,1,0.002681,1.584963,BK0249
surviving,1,1,0.002681,1.584963,BK0188
sustain,1,1,0.002681,1.584963,BK0072
sv40,1,1,0.002681,1.584963,BK0372
swapping,1,1,0.002681,1.584963,BK0213
swedish,1,1,0.002681,1.584963,BK0181
swelling,1,1,0.002681,1.584963,BK0118
swmed,1,1,0.002681,1.584963,BK0222
syk,1,1,0.002681,1.584963,BK0108
synergistic,1,1,0.002681,1.584963,BK0251
synergy,1,1,0.002681,1.584963,BK0283
synovium,1,1,0.002681,1.584963,BK0311
syntaxin,1,1,0.002681,1.584963,BK0149
syntenin,1,1,0.002681,1.584963,BK0210
synthesize,1,1,0.002681,1.584963,BK0059
synthetase,1,1,0.002681,1.584963,BK0059
synthetically,1,1,0.002681,1.584963,BK0364
systematics,1,1,0.002681,1.584963,BK0199
systemically,1,1,0.002681,1.584963,BK0032
syt2,1,1,0.002681,1.584963,BK0134
t15,1,1,0.002681,1.584963,BK0049
tailor,1,1,0.002681,1.584963,BK0106
takes,1,1,0.002681,1.584963,BK0226
talopyranose,1,1,0.002681,1.584963,BK0166
tamoxifen,1,1,0.002681,1.584963,BK0077
tanzania,1,1,0.002681,1.584963,BK0188
tapirs,1,1,0.002681,1.584963,BK0199
taps,1,1,0.002681,1.584963,BK0361
tar,1,1,0.002681,1.584963,BK0020
targetable,1,1,0.002681,1.584963,BK0095
tau,1,1,0.002681,1.584963,BK0013
taxa,1,1,0.002681,1.584963,BK0199
taxon,1,1,0.002681,1.584963,BK0199
taxonomically,1,1,0.002681,1.584963,BK0086
tbk1,1,1,0.002681,1.584963,BK0097
tcrs,1,1,0.002681,1.584963,BK0015
tearing,1,1,0.002681,1.584963,BK0150
tears,1,1,0.002681,1.584963,BK0150
technical,1,1,0.002681,1.584963,BK0053
technocomplex,1,1,0.002681,1.584963,BK0185
telangiectasia,1,1,0.002681,1.584963,BK0320
telomeres,1,1,0.002681,1.584963,BK0119
temperate,1,1,0.002681,1.584963,BK0199
temporal,1,1,0.002681,1.584963,BK0068
tending,1,1,0.002681,1.584963,BK0098
tendinopathy,1,1,0.002681,1.584963,BK0150
tentacles,1,1,0.002681,1.584963,BK0358
tep,1,1,0.002681,1.584963,BK0356
ter119,1,1,0.002681,1.584963,BK0300
term,1,1,0.002681,1.584963,BK0263
terminate,1,1,0.002681,1.584963,BK0226
termini,1,1,0.002681,1.584963,BK0355
ternary,1,1,0.002681,1.584963,BK0250
tertiary,1,1,0.002681,1.584963,BK0292
tests,1,1,0.002681,1.584963,BK0241
tether,1,1,0.002681,1.584963,BK0110
tethering,1,1,0.002681,1.584963,BK0278
tetramer,1,1,0.002681,1.584963,BK0341
tetraspanins,1,1,0.002681,1.584963,BK0102
texts,1,1,0.002681,1.584963,BK0238
th1,1,1,0.002681,1.584963,BK0015
th17,1,1,0.002681,1.584963,BK0182
th2,1,1,0.002681,1.584963,BK0072
theoretical,1,1,0.002681,1.584963,BK0106
theories,1,1,0.002681,1.584963,BK0086
theory,1,1,0.002681,1.584963,BK0106
therapeutically,1,1,0.002681,1.584963,BK0048
thermal,1,1,0.002681,1.584963,BK0188
thioester,1,1,0.002681,1.584963,BK0141
thiophosphorylate,1,1,0.002681,1.584963,BK0290
thioredoxin,1,1,0.002681,1.584963,BK0148
thoracic,1,1,0.002681,1.584963,BK0198
thoroughly,1,1,0.002681,1.584963,BK0285
thr1,1,1,0.002681,1.584963,BK0360
threat,1,1,0.002681,1.584963,BK0106
threonine,1,1,0.002681,1.584963,BK0348
threshold,1,1,0.002681,1.584963,BK0092
thresholds,1,1,0.002681,1.584963,BK0190
thymocyte,1,1,0.002681,1.584963,BK0072
titre,1,1,0.002681,1.584963,BK0289
tls,1,1,0.002681,1.584963,BK0317
tmds,1,1,0.002681,1.584963,BK0117
tmed1,1,1,0.002681,1.584963,BK0085
tmed10,1,1,0.002681,1.584963,BK0134
tmem33,1,1,0.002681,1.584963,BK0085
tmem43,1,1,0.002681,1.584963,BK0085
tnbc,1,1,0.002681,1.584963,BK0132
today,1,1,0.002681,1.584963,BK0199
tolerated,1,1,0.002681,1.584963,BK0251
tom20,1,1,0.002681,1.584963,BK0092
tonic,1,1,0.002681,1.584963,BK0017
topic,1,1,0.002681,1.584963,BK0066
topographic,1,1,0.002681,1.584963,BK0039
tourniquet,1,1,0.002681,1.584963,BK0088
tox,1,1,0.002681,1.584963,BK0007
toxicities,1,1,0.002681,1.584963,BK0251
tpa1,1,1,0.002681,1.584963,BK0223
tpm4,1,1,0.002681,1.584963,BK0209
tpr,1,1,0.002681,1.584963,BK0203
traces,1,1,0.002681,1.584963,BK0099
track,1,1,0.002681,1.584963,BK0346
tracts,1,1,0.002681,1.584963,BK0114
traditionally,1,1,0.002681,1.584963,BK0013
traffics,1,1,0.002681,1.584963,BK0170
trail,1,1,0.002681,1.584963,BK0260
train,1,1,0.002681,1.584963,BK0003
trained,1,1,0.002681,1.584963,BK0003
trait,1,1,0.002681,1.584963,BK0213
transcript,1,1,0.002681,1.584963,BK0011
transcriptomes,1,1,0.002681,1.584963,BK0221
transduce,1,1,0.002681,1.584963,BK0301
transfected,1,1,0.002681,1.584963,BK0331
transferase,1,1,0.002681,1.584963,BK0094
transformations,1,1,0.002681,1.584963,BK0187
translate,1,1,0.002681,1.584963,BK0247
translates,1,1,0.002681,1.584963,BK0050
translocates,1,1,0.002681,1.584963,BK0182
transmitting,1,1,0.002681,1.584963,BK0135
transplanted,1,1,0.002681,1.584963,BK0052
transportable,1,1,0.002681,1.584963,BK0144
transwell,1,1,0.002681,1.584963,BK0036
trapping,1,1,0.002681,1.584963,BK0316
tree,1,1,0.002681,1.584963,BK0199
triacylglycerol,1,1,0.002681,1.584963,BK0094
triacylglycerols,1,1,0.002681,1.584963,BK0094
triage,1,1,0.002681,1.584963,BK0116
tricarboxylic,1,1,0.002681,1.584963,BK0112
trifunctional,1,1,0.002681,1.584963,BK0303
triggering,1,1,0.002681,1.584963,BK0326
trim25,1,1,0.002681,1.584963,BK0054
trimethylated,1,1,0.002681,1.584963,BK0309
trimethylation,1,1,0.002681,1.584963,BK0190
tripartite,1,1,0.002681,1.584963,BK0246
tripeptides,1,1,0.002681,1.584963,BK0248
tripeptidylpeptidase,1,1,0.002681,1.584963,BK0365
triply,1,1,0.002681,1.584963,BK0313
tropomodulin,1,1,0.002681,1.584963,BK0209
tropomyosins,1,1,0.002681,1.584963,BK0209
troponin,1,1,0.002681,1.584963,BK0149
trp53,1,1,0.002681,1.584963,BK0261
true,1,1,0.002681,1.584963,BK0370
tsgxxs,1,1,0.002681,1.584963,BK0146
tuberous,1,1,0.002681,1.584963,BK0247
tubes,1,1,0.002681,1.584963,BK0186
tubule,1,1,0.002681,1.584963,BK0164
tudor,1,1,0.002681,1.584963,BK0233
tuims,1,1,0.002681,1.584963,BK0193
tumoral,1,1,0.002681,1.584963,BK0132
tuned,1,1,0.002681,1.584963,BK0073
tuning,1,1,0.002681,1.584963,BK0286
typify,1,1,0.002681,1.584963,BK0013
tyr48,1,1,0.002681,1.584963,BK0366
tyr50,1,1,0.002681,1.584963,BK0366
u266,1,1,0.002681,1.584963,BK0342
uba1,1,1,0.002681,1.584963,BK0082
uba6,1,1,0.002681,1.584963,BK0041
ubicrest,1,1,0.002681,1.584963,BK0073
ubiquilin,1,1,0.002681,1.584963,BK0055
ubiquitinome,1,1,0.002681,1.584963,BK0077
ubiquitins,1,1,0.002681,1.584963,BK0193
ubiquitous,1,1,0.002681,1.584963,BK0273
ubiquity,1,1,0.002681,1.584963,BK0206
ubiquitylate,1,1,0.002681,1.584963,BK0318
ubiquitylome,1,1,0.002681,1.584963,BK0092
ubps,1,1,0.002681,1.584963,BK0363
ubxd8,1,1,0.002681,1.584963,BK0228
uchs,1,1,0.002681,1.584963,BK0363
uim,1,1,0.002681,1.584963,BK0193
ukb,1,1,0.002681,1.584963,BK0017
ulk,1,1,0.002681,1.584963,BK0060
ultrastructurally,1,1,0.002681,1.584963,BK0362
unable,1,1,0.002681,1.584963,BK0072
unambiguous,1,1,0.002681,1.584963,BK0205
unambiguously,1,1,0.002681,1.584963,BK0324
unannotated,1,1,0.002681,1.584963,BK0352
unavailability,1,1,0.002681,1.584963,BK0157
uncaging,1,1,0.002681,1.584963,BK0006
uncharted,1,1,0.002681,1.584963,BK0131
uncomplicated,1,1,0.002681,1.584963,BK0266
unconvincing,1,1,0.002681,1.584963,BK0199
uncovering,1,1,0.002681,1.584963,BK0295
